X,Y,Z
3,-15,-15
1,-15,-15
1,-17,-15
-1,-17,-15
-1,-15,-15
-3,-15,-15
-3,-13,-15
-5,-13,-15
-5,-11,-15
-7,-11,-15
-7,-9,-15
-9,-9,-15
-9,-7,-15
-11,-7,-15
-11,-5,-15
-13,-5,-15
-13,-3,-15
-15,-3,-15
-15,-1,-15
-17,-1,-15
-17,1,-15
-15,1,-15
-15,3,-15
-13,3,-15
-13,5,-15
-11,5,-15
-11,7,-15
-9,7,-15
-9,9,-15
-7,9,-15
-7,11,-15
-5,11,-15
-5,13,-15
-3,13,-15
-3,13,-17
-1,13,-17
-1,15,-17
1,15,-17
1,13,-17
3,13,-17
3,11,-17
5,11,-17
5,9,-17
7,9,-17
7,7,-17
9,7,-17
9,5,-17
11,5,-17
11,3,-17
13,3,-17
13,1,-17
13,1,-19
13,-1,-19
11,-1,-19
11,-3,-19
9,-3,-19
9,-5,-19
7,-5,-19
7,-7,-19
5,-7,-19
5,-9,-19
3,-9,-19
3,-11,-19
1,-11,-19
1,-13,-19
-1,-13,-19
-1,-11,-19
-3,-11,-19
-3,-9,-19
-5,-9,-19
-5,-7,-19
-7,-7,-19
-7,-5,-19
-9,-5,-19
-9,-3,-19
-11,-3,-19
-11,-1,-19
-13,-1,-19
-13,1,-19
-11,1,-19
-11,3,-19
-9,3,-19
-9,5,-19
-7,5,-19
-7,7,-19
-5,7,-19
-5,9,-19
-3,9,-19
-3,9,-21
-1,9,-21
-1,11,-21
1,11,-21
1,9,-21
3,9,-21
3,7,-21
5,7,-21
5,5,-21
7,5,-21
7,3,-21
9,3,-21
9,1,-21
9,1,-23
9,-1,-23
7,-1,-23
7,-3,-23
5,-3,-23
5,-5,-23
3,-5,-23
3,-7,-23
1,-7,-23
1,-9,-23
-1,-9,-23
-1,-7,-23
-3,-7,-23
-3,-5,-23
-5,-5,-23
-5,-3,-23
-7,-3,-23
-7,-1,-23
-9,-1,-23
-9,1,-23
-7,1,-23
-7,3,-23
-5,3,-23
-5,5,-23
-3,5,-23
-3,5,-25
-1,5,-25
-1,7,-25
1,7,-25
1,5,-25
3,5,-25
3,3,-25
5,3,-25
5,1,-25
5,1,-27
5,-1,-27
3,-1,-27
3,-3,-27
1,-3,-27
1,-5,-27
-1,-5,-27
-1,-3,-27
-3,-3,-27
-3,-1,-27
-5,-1,-27
-5,1,-27
-3,1,-27
-3,1,-29
-3,-1,-29
-1,-1,-29
-1,-3,-29
1,-3,-29
1,-1,-29
3,-1,-29
3,1,-29
3,1,-27
3,3,-27
1,3,-27
1,5,-27
-1,5,-27
-1,3,-27
-3,3,-27
-3,3,-25
-5,3,-25
-5,1,-25
-7,1,-25
-7,-1,-25
-5,-1,-25
-5,-3,-25
-3,-3,-25
-3,-5,-25
-1,-5,-25
-1,-7,-25
1,-7,-25
1,-5,-25
3,-5,-25
3,-3,-25
5,-3,-25
5,-1,-25
7,-1,-25
7,1,-25
7,1,-23
7,3,-23
5,3,-23
5,5,-23
3,5,-23
3,7,-23
1,7,-23
1,9,-23
-1,9,-23
-1,7,-23
-3,7,-23
-3,7,-21
-5,7,-21
-5,5,-21
-7,5,-21
-7,3,-21
-9,3,-21
-9,1,-21
-11,1,-21
-11,-1,-21
-9,-1,-21
-9,-3,-21
-7,-3,-21
-7,-5,-21
-5,-5,-21
-5,-7,-21
-3,-7,-21
-3,-9,-21
-1,-9,-21
-1,-11,-21
1,-11,-21
1,-9,-21
3,-9,-21
3,-7,-21
5,-7,-21
5,-5,-21
7,-5,-21
7,-3,-21
9,-3,-21
9,-1,-21
11,-1,-21
11,1,-21
11,1,-19
11,3,-19
9,3,-19
9,5,-19
7,5,-19
7,7,-19
5,7,-19
5,9,-19
3,9,-19
3,11,-19
1,11,-19
1,13,-19
-1,13,-19
-1,11,-19
-3,11,-19
-3,11,-17
-5,11,-17
-5,9,-17
-7,9,-17
-7,7,-17
-9,7,-17
-9,5,-17
-11,5,-17
-11,3,-17
-13,3,-17
-13,1,-17
-15,1,-17
-15,-1,-17
-13,-1,-17
-13,-3,-17
-11,-3,-17
-11,-5,-17
-9,-5,-17
-9,-7,-17
-7,-7,-17
-7,-9,-17
-5,-9,-17
-5,-11,-17
-3,-11,-17
-3,-13,-17
-1,-13,-17
-1,-15,-17
1,-15,-17
1,-13,-17
3,-13,-17
3,-11,-17
5,-11,-17
5,-9,-17
7,-9,-17
7,-7,-17
9,-7,-17
9,-5,-17
11,-5,-17
11,-3,-17
13,-3,-17
13,-1,-17
15,-1,-17
15,1,-17
15,1,-15
15,3,-15
13,3,-15
13,5,-15
11,5,-15
11,7,-15
9,7,-15
9,9,-15
7,9,-15
7,11,-15
5,11,-15
5,13,-15
3,13,-15
3,15,-15
1,15,-15
1,17,-15
-1,17,-15
-1,15,-15
-3,15,-15
-3,15,-13
-5,15,-13
-5,13,-13
-7,13,-13
-7,11,-13
-9,11,-13
-9,9,-13
-11,9,-13
-11,7,-13
-13,7,-13
-13,5,-13
-15,5,-13
-15,3,-13
-17,3,-13
-17,1,-13
-19,1,-13
-19,-1,-13
-17,-1,-13
-17,-3,-13
-15,-3,-13
-15,-5,-13
-13,-5,-13
-13,-7,-13
-11,-7,-13
-11,-9,-13
-9,-9,-13
-9,-11,-13
-7,-11,-13
-7,-13,-13
-5,-13,-13
-5,-15,-13
-3,-15,-13
-3,-17,-13
-1,-17,-13
-1,-19,-13
1,-19,-13
1,-17,-13
3,-17,-13
3,-15,-13
5,-15,-13
5,-13,-13
7,-13,-13
7,-11,-13
9,-11,-13
9,-9,-13
11,-9,-13
11,-7,-13
13,-7,-13
13,-5,-13
15,-5,-13
15,-3,-13
17,-3,-13
17,-1,-13
19,-1,-13
19,1,-13
19,1,-11
19,3,-11
17,3,-11
17,5,-11
15,5,-11
15,7,-11
13,7,-11
13,9,-11
11,9,-11
11,11,-11
9,11,-11
9,13,-11
7,13,-11
7,15,-11
5,15,-11
5,17,-11
3,17,-11
3,19,-11
1,19,-11
1,21,-11
-1,21,-11
-1,19,-11
-3,19,-11
-3,19,-9
-5,19,-9
-5,17,-9
-7,17,-9
-7,15,-9
-9,15,-9
-9,13,-9
-11,13,-9
-11,11,-9
-13,11,-9
-13,9,-9
-15,9,-9
-15,7,-9
-17,7,-9
-17,5,-9
-19,5,-9
-19,3,-9
-21,3,-9
-21,1,-9
-23,1,-9
-23,-1,-9
-21,-1,-9
-21,-3,-9
-19,-3,-9
-19,-5,-9
-17,-5,-9
-17,-7,-9
-15,-7,-9
-15,-9,-9
-13,-9,-9
-13,-11,-9
-11,-11,-9
-11,-13,-9
-9,-13,-9
-9,-15,-9
-7,-15,-9
-7,-17,-9
-5,-17,-9
-5,-19,-9
-3,-19,-9
-3,-21,-9
-1,-21,-9
-1,-23,-9
1,-23,-9
1,-21,-9
3,-21,-9
3,-19,-9
5,-19,-9
5,-17,-9
7,-17,-9
7,-15,-9
9,-15,-9
9,-13,-9
11,-13,-9
11,-11,-9
13,-11,-9
13,-9,-9
15,-9,-9
15,-7,-9
17,-7,-9
17,-5,-9
19,-5,-9
19,-3,-9
21,-3,-9
21,-1,-9
23,-1,-9
23,1,-9
23,1,-7
23,3,-7
21,3,-7
21,5,-7
19,5,-7
19,7,-7
17,7,-7
17,9,-7
15,9,-7
15,11,-7
13,11,-7
13,13,-7
11,13,-7
11,15,-7
9,15,-7
9,17,-7
7,17,-7
7,19,-7
5,19,-7
5,21,-7
3,21,-7
3,23,-7
1,23,-7
1,25,-7
-1,25,-7
-1,23,-7
-3,23,-7
-3,23,-5
-5,23,-5
-5,21,-5
-7,21,-5
-7,19,-5
-9,19,-5
-9,17,-5
-11,17,-5
-11,15,-5
-13,15,-5
-13,13,-5
-15,13,-5
-15,11,-5
-17,11,-5
-17,9,-5
-19,9,-5
-19,7,-5
-21,7,-5
-21,5,-5
-23,5,-5
-23,3,-5
-25,3,-5
-25,1,-5
-27,1,-5
-27,-1,-5
-25,-1,-5
-25,-3,-5
-23,-3,-5
-23,-5,-5
-21,-5,-5
-21,-7,-5
-19,-7,-5
-19,-9,-5
-17,-9,-5
-17,-11,-5
-15,-11,-5
-15,-13,-5
-13,-13,-5
-13,-15,-5
-11,-15,-5
-11,-17,-5
-9,-17,-5
-9,-19,-5
-7,-19,-5
-7,-21,-5
-5,-21,-5
-5,-23,-5
-3,-23,-5
-3,-25,-5
-1,-25,-5
-1,-27,-5
1,-27,-5
1,-25,-5
3,-25,-5
3,-23,-5
5,-23,-5
5,-21,-5
7,-21,-5
7,-19,-5
9,-19,-5
9,-17,-5
11,-17,-5
11,-15,-5
13,-15,-5
13,-13,-5
15,-13,-5
15,-11,-5
17,-11,-5
17,-9,-5
19,-9,-5
19,-7,-5
21,-7,-5
21,-5,-5
23,-5,-5
23,-3,-5
25,-3,-5
25,-1,-5
27,-1,-5
27,1,-5
27,1,-3
27,3,-3
25,3,-3
25,5,-3
23,5,-3
23,7,-3
21,7,-3
21,9,-3
19,9,-3
19,11,-3
17,11,-3
17,13,-3
15,13,-3
15,15,-3
13,15,-3
13,17,-3
11,17,-3
11,19,-3
9,19,-3
9,21,-3
7,21,-3
7,23,-3
5,23,-3
5,25,-3
3,25,-3
3,27,-3
1,27,-3
1,29,-3
-1,29,-3
-1,27,-3
-3,27,-3
-3,27,-1
-5,27,-1
-5,25,-1
-7,25,-1
-7,23,-1
-9,23,-1
-9,21,-1
-11,21,-1
-11,19,-1
-13,19,-1
-13,17,-1
-15,17,-1
-15,15,-1
-17,15,-1
-17,13,-1
-19,13,-1
-19,11,-1
-21,11,-1
-21,9,-1
-23,9,-1
-23,7,-1
-25,7,-1
-25,5,-1
-27,5,-1
-27,3,-1
-29,3,-1
-29,1,-1
-31,1,-1
-31,-1,-1
-29,-1,-1
-29,-3,-1
-27,-3,-1
-27,-5,-1
-25,-5,-1
-25,-7,-1
-23,-7,-1
-23,-9,-1
-21,-9,-1
-21,-11,-1
-19,-11,-1
-19,-13,-1
-17,-13,-1
-17,-15,-1
-15,-15,-1
-15,-17,-1
-13,-17,-1
-13,-19,-1
-11,-19,-1
-11,-21,-1
-9,-21,-1
-9,-23,-1
-7,-23,-1
-7,-25,-1
-5,-25,-1
-5,-27,-1
-3,-27,-1
-3,-29,-1
-1,-29,-1
-1,-31,-1
1,-31,-1
1,-29,-1
3,-29,-1
3,-27,-1
5,-27,-1
5,-25,-1
7,-25,-1
7,-23,-1
9,-23,-1
9,-21,-1
11,-21,-1
11,-19,-1
13,-19,-1
13,-17,-1
15,-17,-1
15,-15,-1
17,-15,-1
17,-13,-1
19,-13,-1
19,-11,-1
21,-11,-1
21,-9,-1
23,-9,-1
23,-7,-1
25,-7,-1
25,-5,-1
27,-5,-1
27,-3,-1
29,-3,-1
29,-1,-1
31,-1,-1
31,1,-1
31,1,1
31,-1,1
29,-1,1
29,-3,1
27,-3,1
27,-5,1
25,-5,1
25,-7,1
23,-7,1
23,-9,1
21,-9,1
21,-11,1
19,-11,1
19,-13,1
17,-13,1
17,-15,1
15,-15,1
15,-17,1
13,-17,1
13,-19,1
11,-19,1
11,-21,1
9,-21,1
9,-23,1
7,-23,1
7,-25,1
5,-25,1
5,-27,1
3,-27,1
3,-29,1
1,-29,1
1,-31,1
-1,-31,1
-1,-29,1
-3,-29,1
-3,-27,1
-5,-27,1
-5,-25,1
-7,-25,1
-7,-23,1
-9,-23,1
-9,-21,1
-11,-21,1
-11,-19,1
-13,-19,1
-13,-17,1
-15,-17,1
-15,-15,1
-17,-15,1
-17,-13,1
-19,-13,1
-19,-11,1
-21,-11,1
-21,-9,1
-23,-9,1
-23,-7,1
-25,-7,1
-25,-5,1
-27,-5,1
-27,-3,1
-29,-3,1
-29,-1,1
-31,-1,1
-31,1,1
-29,1,1
-29,3,1
-27,3,1
-27,5,1
-25,5,1
-25,7,1
-23,7,1
-23,9,1
-21,9,1
-21,11,1
-19,11,1
-19,13,1
-17,13,1
-17,15,1
-15,15,1
-15,17,1
-13,17,1
-13,19,1
-11,19,1
-11,21,1
-9,21,1
-9,23,1
-7,23,1
-7,25,1
-5,25,1
-5,27,1
-3,27,1
-3,27,3
-1,27,3
-1,29,3
1,29,3
1,27,3
3,27,3
3,25,3
5,25,3
5,23,3
7,23,3
7,21,3
9,21,3
9,19,3
11,19,3
11,17,3
13,17,3
13,15,3
15,15,3
15,13,3
17,13,3
17,11,3
19,11,3
19,9,3
21,9,3
21,7,3
23,7,3
23,5,3
25,5,3
25,3,3
27,3,3
27,1,3
27,1,5
27,-1,5
25,-1,5
25,-3,5
23,-3,5
23,-5,5
21,-5,5
21,-7,5
19,-7,5
19,-9,5
17,-9,5
17,-11,5
15,-11,5
15,-13,5
13,-13,5
13,-15,5
11,-15,5
11,-17,5
9,-17,5
9,-19,5
7,-19,5
7,-21,5
5,-21,5
5,-23,5
3,-23,5
3,-25,5
1,-25,5
1,-27,5
-1,-27,5
-1,-25,5
-3,-25,5
-3,-23,5
-5,-23,5
-5,-21,5
-7,-21,5
-7,-19,5
-9,-19,5
-9,-17,5
-11,-17,5
-11,-15,5
-13,-15,5
-13,-13,5
-15,-13,5
-15,-11,5
-17,-11,5
-17,-9,5
-19,-9,5
-19,-7,5
-21,-7,5
-21,-5,5
-23,-5,5
-23,-3,5
-25,-3,5
-25,-1,5
-27,-1,5
-27,1,5
-25,1,5
-25,3,5
-23,3,5
-23,5,5
-21,5,5
-21,7,5
-19,7,5
-19,9,5
-17,9,5
-17,11,5
-15,11,5
-15,13,5
-13,13,5
-13,15,5
-11,15,5
-11,17,5
-9,17,5
-9,19,5
-7,19,5
-7,21,5
-5,21,5
-5,23,5
-3,23,5
-3,23,7
-1,23,7
-1,25,7
1,25,7
1,23,7
3,23,7
3,21,7
5,21,7
5,19,7
7,19,7
7,17,7
9,17,7
9,15,7
11,15,7
11,13,7
13,13,7
13,11,7
15,11,7
15,9,7
17,9,7
17,7,7
19,7,7
19,5,7
21,5,7
21,3,7
23,3,7
23,1,7
23,1,9
23,-1,9
21,-1,9
21,-3,9
19,-3,9
19,-5,9
17,-5,9
17,-7,9
15,-7,9
15,-9,9
13,-9,9
13,-11,9
11,-11,9
11,-13,9
9,-13,9
9,-15,9
7,-15,9
7,-17,9
5,-17,9
5,-19,9
3,-19,9
3,-21,9
1,-21,9
1,-23,9
-1,-23,9
-1,-21,9
-3,-21,9
-3,-19,9
-5,-19,9
-5,-17,9
-7,-17,9
-7,-15,9
-9,-15,9
-9,-13,9
-11,-13,9
-11,-11,9
-13,-11,9
-13,-9,9
-15,-9,9
-15,-7,9
-17,-7,9
-17,-5,9
-19,-5,9
-19,-3,9
-21,-3,9
-21,-1,9
-23,-1,9
-23,1,9
-21,1,9
-21,3,9
-19,3,9
-19,5,9
-17,5,9
-17,7,9
-15,7,9
-15,9,9
-13,9,9
-13,11,9
-11,11,9
-11,13,9
-9,13,9
-9,15,9
-7,15,9
-7,17,9
-5,17,9
-5,19,9
-3,19,9
-3,19,11
-1,19,11
-1,21,11
1,21,11
1,19,11
3,19,11
3,17,11
5,17,11
5,15,11
7,15,11
7,13,11
9,13,11
9,11,11
11,11,11
11,9,11
13,9,11
13,7,11
15,7,11
15,5,11
17,5,11
17,3,11
19,3,11
19,1,11
19,1,13
19,-1,13
17,-1,13
17,-3,13
15,-3,13
15,-5,13
13,-5,13
13,-7,13
11,-7,13
11,-9,13
9,-9,13
9,-11,13
7,-11,13
7,-13,13
5,-13,13
5,-15,13
3,-15,13
3,-17,13
1,-17,13
1,-19,13
-1,-19,13
-1,-17,13
-3,-17,13
-3,-15,13
-5,-15,13
-5,-13,13
-7,-13,13
-7,-11,13
-9,-11,13
-9,-9,13
-11,-9,13
-11,-7,13
-13,-7,13
-13,-5,13
-15,-5,13
-15,-3,13
-17,-3,13
-17,-1,13
-19,-1,13
-19,1,13
-17,1,13
-17,3,13
-15,3,13
-15,5,13
-13,5,13
-13,7,13
-11,7,13
-11,9,13
-9,9,13
-9,11,13
-7,11,13
-7,13,13
-5,13,13
-5,15,13
-3,15,13
-3,15,15
-1,15,15
-1,17,15
1,17,15
1,15,15
3,15,15
3,13,15
5,13,15
5,11,15
7,11,15
7,9,15
9,9,15
9,7,15
11,7,15
11,5,15
13,5,15
13,3,15
15,3,15
15,1,15
15,1,17
15,-1,17
13,-1,17
13,-3,17
11,-3,17
11,-5,17
9,-5,17
9,-7,17
7,-7,17
7,-9,17
5,-9,17
5,-11,17
3,-11,17
3,-13,17
1,-13,17
1,-15,17
-1,-15,17
-1,-13,17
-3,-13,17
-3,-11,17
-5,-11,17
-5,-9,17
-7,-9,17
-7,-7,17
-9,-7,17
-9,-5,17
-11,-5,17
-11,-3,17
-13,-3,17
-13,-1,17
-15,-1,17
-15,1,17
-13,1,17
-13,3,17
-11,3,17
-11,5,17
-9,5,17
-9,7,17
-7,7,17
-7,9,17
-5,9,17
-5,11,17
-3,11,17
-3,11,19
-1,11,19
-1,13,19
1,13,19
1,11,19
3,11,19
3,9,19
5,9,19
5,7,19
7,7,19
7,5,19
9,5,19
9,3,19
11,3,19
11,1,19
11,1,21
11,-1,21
9,-1,21
9,-3,21
7,-3,21
7,-5,21
5,-5,21
5,-7,21
3,-7,21
3,-9,21
1,-9,21
1,-11,21
-1,-11,21
-1,-9,21
-3,-9,21
-3,-7,21
-5,-7,21
-5,-5,21
-7,-5,21
-7,-3,21
-9,-3,21
-9,-1,21
-11,-1,21
-11,1,21
-9,1,21
-9,3,21
-7,3,21
-7,5,21
-5,5,21
-5,7,21
-3,7,21
-3,7,23
-1,7,23
-1,9,23
1,9,23
1,7,23
3,7,23
3,5,23
5,5,23
5,3,23
7,3,23
7,1,23
7,1,25
7,-1,25
5,-1,25
5,-3,25
3,-3,25
3,-5,25
1,-5,25
1,-7,25
-1,-7,25
-1,-5,25
-3,-5,25
-3,-3,25
-5,-3,25
-5,-1,25
-7,-1,25
-7,1,25
-5,1,25
-5,3,25
-3,3,25
-3,3,27
-1,3,27
-1,5,27
1,5,27
1,3,27
3,3,27
3,1,27
1,1,27
1,-1,27
-1,-1,27
-1,1,27
-1,1,25
-1,3,25
1,3,25
1,1,25
3,1,25
3,-1,25
1,-1,25
1,-3,25
-1,-3,25
-1,-1,25
-3,-1,25
-3,1,25
-3,1,23
-5,1,23
-5,-1,23
-3,-1,23
-3,-3,23
-1,-3,23
-1,-5,23
1,-5,23
1,-3,23
3,-3,23
3,-1,23
5,-1,23
5,1,23
5,1,21
5,3,21
3,3,21
3,5,21
1,5,21
1,7,21
-1,7,21
-1,5,21
-3,5,21
-3,5,19
-5,5,19
-5,3,19
-7,3,19
-7,1,19
-9,1,19
-9,-1,19
-7,-1,19
-7,-3,19
-5,-3,19
-5,-5,19
-3,-5,19
-3,-7,19
-1,-7,19
-1,-9,19
1,-9,19
1,-7,19
3,-7,19
3,-5,19
5,-5,19
5,-3,19
7,-3,19
7,-1,19
9,-1,19
9,1,19
9,1,17
9,3,17
7,3,17
7,5,17
5,5,17
5,7,17
3,7,17
3,9,17
1,9,17
1,11,17
-1,11,17
-1,9,17
-3,9,17
-3,9,15
-5,9,15
-5,7,15
-7,7,15
-7,5,15
-9,5,15
-9,3,15
-11,3,15
-11,1,15
-13,1,15
-13,-1,15
-11,-1,15
-11,-3,15
-9,-3,15
-9,-5,15
-7,-5,15
-7,-7,15
-5,-7,15
-5,-9,15
-3,-9,15
-3,-11,15
-1,-11,15
-1,-13,15
1,-13,15
1,-11,15
3,-11,15
3,-9,15
5,-9,15
5,-7,15
7,-7,15
7,-5,15
9,-5,15
9,-3,15
11,-3,15
11,-1,15
13,-1,15
13,1,15
13,1,13
13,3,13
11,3,13
11,5,13
9,5,13
9,7,13
7,7,13
7,9,13
5,9,13
5,11,13
3,11,13
3,13,13
1,13,13
1,15,13
-1,15,13
-1,13,13
-3,13,13
-3,13,11
-5,13,11
-5,11,11
-7,11,11
-7,9,11
-9,9,11
-9,7,11
-11,7,11
-11,5,11
-13,5,11
-13,3,11
-15,3,11
-15,1,11
-17,1,11
-17,-1,11
-15,-1,11
-15,-3,11
-13,-3,11
-13,-5,11
-11,-5,11
-11,-7,11
-9,-7,11
-9,-9,11
-7,-9,11
-7,-11,11
-5,-11,11
-5,-13,11
-3,-13,11
-3,-15,11
-1,-15,11
-1,-17,11
1,-17,11
1,-15,11
3,-15,11
3,-13,11
5,-13,11
5,-11,11
7,-11,11
7,-9,11
9,-9,11
9,-7,11
11,-7,11
11,-5,11
13,-5,11
13,-3,11
15,-3,11
15,-1,11
17,-1,11
17,1,11
17,1,9
17,3,9
15,3,9
15,5,9
13,5,9
13,7,9
11,7,9
11,9,9
9,9,9
9,11,9
7,11,9
7,13,9
5,13,9
5,15,9
3,15,9
3,17,9
1,17,9
1,19,9
-1,19,9
-1,17,9
-3,17,9
-3,17,7
-5,17,7
-5,15,7
-7,15,7
-7,13,7
-9,13,7
-9,11,7
-11,11,7
-11,9,7
-13,9,7
-13,7,7
-15,7,7
-15,5,7
-17,5,7
-17,3,7
-19,3,7
-19,1,7
-21,1,7
-21,-1,7
-19,-1,7
-19,-3,7
-17,-3,7
-17,-5,7
-15,-5,7
-15,-7,7
-13,-7,7
-13,-9,7
-11,-9,7
-11,-11,7
-9,-11,7
-9,-13,7
-7,-13,7
-7,-15,7
-5,-15,7
-5,-17,7
-3,-17,7
-3,-19,7
-1,-19,7
-1,-21,7
1,-21,7
1,-19,7
3,-19,7
3,-17,7
5,-17,7
5,-15,7
7,-15,7
7,-13,7
9,-13,7
9,-11,7
11,-11,7
11,-9,7
13,-9,7
13,-7,7
15,-7,7
15,-5,7
17,-5,7
17,-3,7
19,-3,7
19,-1,7
21,-1,7
21,1,7
21,1,5
21,3,5
19,3,5
19,5,5
17,5,5
17,7,5
15,7,5
15,9,5
13,9,5
13,11,5
11,11,5
11,13,5
9,13,5
9,15,5
7,15,5
7,17,5
5,17,5
5,19,5
3,19,5
3,21,5
1,21,5
1,23,5
-1,23,5
-1,21,5
-3,21,5
-3,21,3
-5,21,3
-5,19,3
-7,19,3
-7,17,3
-9,17,3
-9,15,3
-11,15,3
-11,13,3
-13,13,3
-13,11,3
-15,11,3
-15,9,3
-17,9,3
-17,7,3
-19,7,3
-19,5,3
-21,5,3
-21,3,3
-23,3,3
-23,1,3
-25,1,3
-25,-1,3
-23,-1,3
-23,-3,3
-21,-3,3
-21,-5,3
-19,-5,3
-19,-7,3
-17,-7,3
-17,-9,3
-15,-9,3
-15,-11,3
-13,-11,3
-13,-13,3
-11,-13,3
-11,-15,3
-9,-15,3
-9,-17,3
-7,-17,3
-7,-19,3
-5,-19,3
-5,-21,3
-3,-21,3
-3,-23,3
-1,-23,3
-1,-25,3
1,-25,3
1,-23,3
3,-23,3
3,-21,3
5,-21,3
5,-19,3
7,-19,3
7,-17,3
9,-17,3
9,-15,3
11,-15,3
11,-13,3
13,-13,3
13,-11,3
15,-11,3
15,-9,3
17,-9,3
17,-7,3
19,-7,3
19,-5,3
21,-5,3
21,-3,3
23,-3,3
23,-1,3
25,-1,3
25,1,3
25,1,1
25,3,1
23,3,1
23,5,1
21,5,1
21,7,1
19,7,1
19,9,1
17,9,1
17,11,1
15,11,1
15,13,1
13,13,1
13,15,1
11,15,1
11,17,1
9,17,1
9,19,1
7,19,1
7,21,1
5,21,1
5,23,1
3,23,1
3,25,1
1,25,1
1,27,1
-1,27,1
-1,25,1
-3,25,1
-3,25,-1
-1,25,-1
-1,27,-1
1,27,-1
1,25,-1
3,25,-1
3,23,-1
5,23,-1
5,21,-1
7,21,-1
7,19,-1
9,19,-1
9,17,-1
11,17,-1
11,15,-1
13,15,-1
13,13,-1
15,13,-1
15,11,-1
17,11,-1
17,9,-1
19,9,-1
19,7,-1
21,7,-1
21,5,-1
23,5,-1
23,3,-1
25,3,-1
25,1,-1
25,1,-3
25,-1,-3
23,-1,-3
23,-3,-3
21,-3,-3
21,-5,-3
19,-5,-3
19,-7,-3
17,-7,-3
17,-9,-3
15,-9,-3
15,-11,-3
13,-11,-3
13,-13,-3
11,-13,-3
11,-15,-3
9,-15,-3
9,-17,-3
7,-17,-3
7,-19,-3
5,-19,-3
5,-21,-3
3,-21,-3
3,-23,-3
1,-23,-3
1,-25,-3
-1,-25,-3
-1,-23,-3
-3,-23,-3
-3,-21,-3
-5,-21,-3
-5,-19,-3
-7,-19,-3
-7,-17,-3
-9,-17,-3
-9,-15,-3
-11,-15,-3
-11,-13,-3
-13,-13,-3
-13,-11,-3
-15,-11,-3
-15,-9,-3
-17,-9,-3
-17,-7,-3
-19,-7,-3
-19,-5,-3
-21,-5,-3
-21,-3,-3
-23,-3,-3
-23,-1,-3
-25,-1,-3
-25,1,-3
-23,1,-3
-23,3,-3
-21,3,-3
-21,5,-3
-19,5,-3
-19,7,-3
-17,7,-3
-17,9,-3
-15,9,-3
-15,11,-3
-13,11,-3
-13,13,-3
-11,13,-3
-11,15,-3
-9,15,-3
-9,17,-3
-7,17,-3
-7,19,-3
-5,19,-3
-5,21,-3
-3,21,-3
-3,21,-5
-1,21,-5
-1,23,-5
1,23,-5
1,21,-5
3,21,-5
3,19,-5
5,19,-5
5,17,-5
7,17,-5
7,15,-5
9,15,-5
9,13,-5
11,13,-5
11,11,-5
13,11,-5
13,9,-5
15,9,-5
15,7,-5
17,7,-5
17,5,-5
19,5,-5
19,3,-5
21,3,-5
21,1,-5
21,1,-7
21,-1,-7
19,-1,-7
19,-3,-7
17,-3,-7
17,-5,-7
15,-5,-7
15,-7,-7
13,-7,-7
13,-9,-7
11,-9,-7
11,-11,-7
9,-11,-7
9,-13,-7
7,-13,-7
7,-15,-7
5,-15,-7
5,-17,-7
3,-17,-7
3,-19,-7
1,-19,-7
1,-21,-7
-1,-21,-7
-1,-19,-7
-3,-19,-7
-3,-17,-7
-5,-17,-7
-5,-15,-7
-7,-15,-7
-7,-13,-7
-9,-13,-7
-9,-11,-7
-11,-11,-7
-11,-9,-7
-13,-9,-7
-13,-7,-7
-15,-7,-7
-15,-5,-7
-17,-5,-7
-17,-3,-7
-19,-3,-7
-19,-1,-7
-21,-1,-7
-21,1,-7
-19,1,-7
-19,3,-7
-17,3,-7
-17,5,-7
-15,5,-7
-15,7,-7
-13,7,-7
-13,9,-7
-11,9,-7
-11,11,-7
-9,11,-7
-9,13,-7
-7,13,-7
-7,15,-7
-5,15,-7
-5,17,-7
-3,17,-7
-3,17,-9
-1,17,-9
-1,19,-9
1,19,-9
1,17,-9
3,17,-9
3,15,-9
5,15,-9
5,13,-9
7,13,-9
7,11,-9
9,11,-9
9,9,-9
11,9,-9
11,7,-9
13,7,-9
13,5,-9
15,5,-9
15,3,-9
17,3,-9
17,1,-9
17,1,-11
17,-1,-11
15,-1,-11
15,-3,-11
13,-3,-11
13,-5,-11
11,-5,-11
11,-7,-11
9,-7,-11
9,-9,-11
7,-9,-11
7,-11,-11
5,-11,-11
5,-13,-11
3,-13,-11
3,-15,-11
1,-15,-11
1,-17,-11
-1,-17,-11
-1,-15,-11
-3,-15,-11
-3,-13,-11
-5,-13,-11
-5,-11,-11
-7,-11,-11
-7,-9,-11
-9,-9,-11
-9,-7,-11
-11,-7,-11
-11,-5,-11
-13,-5,-11
-13,-3,-11
-15,-3,-11
-15,-1,-11
-17,-1,-11
-17,1,-11
-15,1,-11
-15,3,-11
-13,3,-11
-13,5,-11
-11,5,-11
-11,7,-11
-9,7,-11
-9,9,-11
-7,9,-11
-7,11,-11
-5,11,-11
-5,13,-11
-3,13,-11
-3,13,-13
-1,13,-13
-1,15,-13
1,15,-13
1,13,-13
3,13,-13
3,11,-13
5,11,-13
5,9,-13
7,9,-13
7,7,-13
9,7,-13
9,5,-13
11,5,-13
11,3,-13
13,3,-13
13,1,-13
13,1,-15
13,-1,-15
11,-1,-15
11,-3,-15
9,-3,-15
9,-5,-15
